"Id","Date","Survey_Start","Survey_End","Surveyed_Persons","Parliament_ID","Institute_ID","Tasker_ID","Method_ID","NoParties"
2668,2022-09-10,2022-08-31,2022-09-06,"1416","0","3","64","1",7
2669,2022-09-09,2022-09-08,2022-09-09,"970","9","24","97","3",7
2667,2022-09-09,2022-09-06,2022-09-08,"1299","0","6","5","1",7
2666,2022-09-07,2022-08-29,2022-09-06,"1000","16","24","97","3",7
2665,2022-09-07,2022-09-02,2022-09-04,"1000","0","17","13","3",7
2664,2022-09-06,2022-09-02,2022-09-05,"2004","0","5","4","3",7
2663,2022-09-06,2022-08-30,2022-09-05,"2500","0","2","63","1",7
2662,2022-09-04,2022-08-31,2022-09-02,"1000","9","5","3","3",7
2661,2022-09-04,2022-08-29,2022-09-02,"1203","0","5","3","4",7
2660,2022-09-03,2022-08-24,2022-08-30,"1411","0","3","64","1",7
2659,2022-09-02,2022-09-01,2022-09-02,"1001","9","24","97","3",7
2656,2022-09-01,2022-08-29,2022-08-31,"1324","0","1","10","4",7
2658,2022-09-01,2022-08-27,2022-08-31,"1410","9","24","97","3",7
2657,2022-08-31,2022-08-25,2022-08-30,"1010","7","24","97","3",8
2655,2022-08-31,2022-08-24,2022-08-29,"1169","9","1","39","4",7
2654,2022-08-30,2022-08-16,2022-08-23,"2000","9","2","101","3",7
2653,2022-08-30,2022-08-23,2022-08-29,"2503","0","2","63","1",7
2652,2022-08-30,2022-08-26,2022-08-29,"2138","0","5","4","3",7
2651,2022-08-29,2022-08-19,2022-08-29,"1014","5","24","97","3",8
2650,2022-08-28,2022-08-22,2022-08-26,"1204","0","5","3","4",7
2649,2022-08-27,2022-08-17,2022-08-23,"1431","0","3","64","1",7
2648,2022-08-25,2022-08-15,2022-08-22,"1000","10","5","4","3",7
2675,2022-08-25,2022-08-18,2022-08-25,"10014","0","16","14","3",7
2647,2022-08-24,2022-08-05,2022-08-18,"1038","0","9","6","2",7
2646,2022-08-23,2022-08-16,2022-08-22,"2505","0","2","63","1",7
2645,2022-08-23,2022-08-19,2022-08-22,"2091","0","5","4","3",7
2644,2022-08-20,2022-08-15,2022-08-19,"1427","0","5","3","4",7
2643,2022-08-20,2022-08-15,2022-08-20,"1100","9","24","97","3",7
2642,2022-08-20,2022-08-10,2022-08-16,"1429","0","3","64","1",7
2641,2022-08-19,2022-08-16,2022-08-18,"1433","0","24","97","3",7
2640,2022-08-19,2022-08-16,2022-08-17,"1273","0","1","1","4",7
2639,2022-08-16,2022-08-08,2022-08-15,"1300","1","24","97","3",7
2638,2022-08-16,2022-08-05,2022-08-08,"1000","0","17","13","3",7
2637,2022-08-16,2022-08-09,2022-08-15,"2500","0","2","63","1",7
2636,2022-08-15,2022-08-04,2022-08-14,"1000","8","24","97","3",7
2635,2022-08-15,2022-08-12,2022-08-15,"2146","0","5","4","3",7
2634,2022-08-14,2022-08-05,2022-08-12,"1502","0","5","3","4",7
2633,2022-08-13,2022-08-03,2022-08-09,"1422","0","3","64","1",7
2632,2022-08-13,2022-08-08,2022-08-12,"1100","3","24","97","3",7
2631,2022-08-12,2022-08-06,2022-08-12,"2920","0","24","97","3",7
2630,2022-08-12,2022-08-05,2022-08-10,"1595","0","13","43","3",8
2629,2022-08-12,2022-08-09,2022-08-11,"1389","0","6","5","1",7
2628,2022-08-09,2022-08-02,2022-08-08,"2504","0","2","63","1",7
2627,2022-08-09,2022-08-05,2022-08-08,"2099","0","5","4","3",7
2626,2022-08-07,2022-08-01,2022-08-05,"1701","0","5","3","4",7
2625,2022-08-06,2022-07-26,2022-08-02,"1426","0","3","64","1",7
2624,2022-08-05,2022-08-01,2022-08-05,"1421","9","24","97","3",7
2623,2022-08-04,2022-08-01,2022-08-03,"1100","2","24","97","3",8
2622,2022-08-04,2022-08-01,2022-08-03,"1313","0","1","10","4",7
2621,2022-08-04,2022-07-28,2022-08-02,"1172","16","1","30","4",7
2620,2022-08-02,2022-07-26,2022-08-01,"2504","0","2","63","1",7
2619,2022-08-02,2022-07-29,2022-08-01,"2144","0","5","4","3",7
2618,2022-07-31,2022-07-25,2022-07-29,"1202","0","5","3","4",7
2617,2022-07-30,2022-07-19,2022-07-26,"1413","0","3","64","1",7
2616,2022-07-29,2022-07-19,2022-07-28,"1009","5","24","97","3",8
2615,2022-07-27,2022-07-20,2022-07-25,"1005","0","4","7","1",7
2614,2022-07-27,2022-07-08,2022-07-21,"1006","0","9","6","2",7
2613,2022-07-26,2022-07-19,2022-07-25,"2510","0","2","63","1",7
2612,2022-07-26,2022-07-22,2022-07-25,"2043","0","5","4","3",7
2611,2022-07-24,2022-07-18,2022-07-22,"1501","0","5","3","4",7
2610,2022-07-23,2022-07-13,2022-07-19,"1392","0","3","64","1",7
2609,2022-07-22,2022-07-19,2022-07-20,"1210","0","1","1","4",7
2608,2022-07-20,2022-07-19,2022-07-20,"1400","0","24","97","3",7
2607,2022-07-19,2022-07-12,2022-07-18,"2501","0","2","63","1",7
2606,2022-07-19,2022-07-15,2022-07-18,"2062","0","5","4","3",7
2605,2022-07-18,2022-07-11,2022-07-18,"10018","0","16","14","3",7
2604,2022-07-17,2022-07-11,2022-07-17,"1036","9","24","97","3",7
2602,2022-07-16,2022-07-11,2022-07-15,"1277","0","5","3","4",7
2601,2022-07-16,2022-07-06,2022-07-12,"1433","0","3","64","1",7
2603,2022-07-16,2022-07-01,2022-07-15,"5505","2","16","60","3",8
2600,2022-07-15,2022-07-12,2022-07-14,"1167","0","6","5","1",7
2599,2022-07-13,2022-07-04,2022-07-11,"1000","1","5","4","3",7
2598,2022-07-13,2022-07-04,2022-07-11,"1019","16","5","80","3",7
2597,2022-07-12,2022-07-04,2022-07-11,"1000","3","5","4","3",7
2596,2022-07-12,2022-07-07,2022-07-12,"1043","7","24","97","3",8
2595,2022-07-12,2022-07-05,2022-07-11,"2503","0","2","63","1",7
2594,2022-07-12,2022-07-08,2022-07-11,"2044","0","5","4","3",7
2593,2022-07-11,2022-07-02,2022-07-10,"1209","11","24","97","3",8
2592,2022-07-10,2022-07-04,2022-07-08,"1202","0","5","3","4",7
2591,2022-07-09,2022-06-28,2022-07-05,"1426","0","3","64","1",7
2590,2022-07-08,2022-07-01,2022-07-05,"1655","0","13","43","3",8
2589,2022-07-08,2022-07-01,2022-07-02,"1000","0","17","13","3",7
2588,2022-07-07,2022-07-04,2022-07-06,"1327","0","1","10","4",7
2587,2022-07-06,2022-07-05,2022-07-06,"1700","0","24","97","3",7
2586,2022-07-06,2022-06-29,2022-07-04,"1154","9","1","39","4",7
2585,2022-07-05,2022-06-28,2022-07-04,"2502","0","2","63","1",7
2584,2022-07-05,2022-07-01,2022-07-04,"2066","0","5","4","3",7
2583,2022-07-03,2022-06-27,2022-07-01,"1253","0","5","3","4",7
2582,2022-07-02,2022-06-21,2022-06-28,"1410","0","3","64","1",7
2581,2022-07-01,2022-06-27,2022-06-30,"1040","10","24","97","3",7
2580,2022-07-01,2022-06-28,2022-06-30,"1186","0","6","5","1",7
2579,2022-06-30,2022-06-14,2022-06-22,"2009","9","2","101","3",7
2578,2022-06-30,2022-06-22,2022-06-29,"1000","2","24","97","3",8
2577,2022-06-28,2022-06-21,2022-06-27,"2500","0","2","63","1",7
2576,2022-06-27,2022-06-24,2022-06-27,"2101","0","5","4","3",7
2575,2022-06-26,2022-06-21,2022-06-26,"2430","0","24","97","3",7
2574,2022-06-26,2022-06-20,2022-06-24,"1414","0","5","3","4",7
2573,2022-06-25,2022-06-14,2022-06-21,"1769","0","3","64","1",7
2571,2022-06-24,2022-06-21,2022-06-22,"1248","0","1","1","4",7
2570,2022-06-22,2022-06-12,2022-06-22,"1423","5","24","97","3",8
2572,2022-06-22,2022-06-03,2022-06-17,"1046","0","9","6","2",7
2569,2022-06-21,2022-06-13,2022-06-20,"1000","9","5","4","3",7
2568,2022-06-21,2022-06-14,2022-06-20,"2504","0","2","63","1",7
2567,2022-06-21,2022-06-15,2022-06-20,"1003","0","4","7","1",7
2566,2022-06-20,2022-06-17,2022-06-20,"2063","0","5","4","3",7
2565,2022-06-20,2022-06-15,2022-06-20,"1002","2","4","12","1",9
2564,2022-06-20,2022-06-13,2022-06-20,"1041","8","24","97","3",7
2563,2022-06-19,2022-06-10,2022-06-15,"1000","3","5","4","3",7
2562,2022-06-19,2022-06-13,2022-06-17,"1501","0","5","3","4",7
2561,2022-06-18,2022-06-08,2022-06-14,"1895","0","3","64","1",7
2560,2022-06-18,2022-06-10,2022-06-17,"1123","7","24","97","3",7
2559,2022-06-17,2022-06-13,2022-06-15,"1133","0","6","5","1",7
2558,2022-06-15,2022-06-07,2022-06-15,"1031","16","24","97","3",7
2557,2022-06-15,2022-06-07,2022-06-15,"1204","13","24","97","3",7
2556,2022-06-15,2022-06-07,2022-06-15,"1000","14","24","97","3",7
2555,2022-06-14,2022-06-07,2022-06-13,"2511","0","2","63","1",7
2554,2022-06-14,2022-06-10,2022-06-13,"2082","0","5","4","3",7
2553,2022-06-13,2022-06-03,2022-06-07,"1000","0","17","13","3",7
2552,2022-06-12,2022-06-04,2022-06-11,"1100","9","24","97","3",7
2551,2022-06-12,2022-06-07,2022-06-10,"1203","0","5","3","4",7
2550,2022-06-11,2022-06-01,2022-06-07,"1428","0","3","64","1",7
2549,2022-06-10,2022-06-03,2022-06-10,"1000","1","24","97","3",7
2548,2022-06-10,2022-05-23,2022-06-03,"1049","2","2","63","1",8
2547,2022-06-10,2022-06-03,2022-06-07,"1633","0","13","43","3",8
2546,2022-06-08,2022-06-07,2022-06-08,"1603","0","24","97","3",7
2545,2022-06-08,2022-06-01,2022-06-04,"1183","8","1","39","4",7
2544,2022-06-07,2022-05-31,2022-06-03,"2002","0","2","63","1",7
2543,2022-06-07,2022-06-03,2022-06-07,"2055","0","5","4","3",7
2542,2022-06-04,2022-05-30,2022-06-03,"1501","0","5","3","4",7
2541,2022-06-04,2022-05-24,2022-05-31,"1428","0","3","64","1",7
2540,2022-06-02,2022-05-30,2022-06-01,"1337","0","1","10","4",7
2539,2022-06-01,2022-05-30,2022-06-01,"1500","0","24","97","3",7
2538,2022-05-31,2022-05-24,2022-05-30,"2004","0","2","63","1",7
2537,2022-05-31,2022-05-25,2022-05-30,"1005","0","4","7","1",7
2536,2022-05-31,2022-05-27,2022-05-30,"2056","0","5","4","3",7
2535,2022-05-30,2022-05-23,2022-05-30,"1000","16","24","97","3",7
2534,2022-05-28,2022-05-23,2022-05-27,"1337","0","5","3","4",7
2533,2022-05-28,2022-05-17,2022-05-24,"1422","0","3","64","1",7
2532,2022-05-27,2022-05-21,2022-05-27,"1104","5","24","97","3",8
2531,2022-05-27,2022-05-06,2022-05-18,"1118","0","9","6","2",7
2529,2022-05-25,2022-05-22,2022-05-25,"1390","3","24","97","3",7
2530,2022-05-24,2022-04-27,2022-05-13,"1235","2","2","102","0",8
2528,2022-05-24,2022-05-19,2022-05-24,"1000","9","24","97","3",7
2526,2022-05-24,2022-05-17,2022-05-23,"2505","0","2","63","1",7
2527,2022-05-23,2022-05-19,2022-05-23,"940","15","24","97","3",8
2525,2022-05-23,2022-05-20,2022-05-23,"2100","0","5","4","3",7
2524,2022-05-23,2022-05-16,2022-05-23,"10050","0","16","14","3",7
2523,2022-05-22,2022-05-16,2022-05-20,"1214","0","5","3","4",7
2522,2022-05-21,2022-05-11,2022-05-17,"1425","0","3","64","1",7
2521,2022-05-20,2022-05-17,2022-05-19,"1162","0","6","5","1",7
2520,2022-05-19,2022-05-11,2022-05-16,"1145","5","1","48","4",7
2519,2022-05-18,2022-05-11,2022-05-18,"1042","11","24","97","3",8
2518,2022-05-17,2022-05-09,2022-05-16,"1023","13","24","97","3",7
2517,2022-05-17,2022-05-09,2022-05-17,"1001","4","24","97","3",8
2516,2022-05-17,2022-05-10,2022-05-16,"2502","0","2","63","1",7
2515,2022-05-16,2022-05-15,2022-05-16,"1302","0","24","97","3",7
2514,2022-05-16,2022-05-13,2022-05-16,"2147","0","5","4","3",7
2513,2022-05-15,2022-05-09,2022-05-13,"1501","0","5","3","4",7
2512,2022-05-14,2022-05-04,2022-05-10,"1426","0","3","64","1",7
2511,2022-05-13,2022-05-06,2022-05-12,"694","10","13","43","3",7
2510,2022-05-13,2022-05-12,2022-05-13,"1652","10","24","97","3",7
2509,2022-05-13,2022-05-06,2022-05-06,"906","0","17","13","3",7
2508,2022-05-13,2022-05-10,2022-05-11,"1226","0","1","1","4",7
2507,2022-05-12,2022-05-06,2022-05-10,"1659","0","13","43","3",8
2506,2022-05-12,2022-05-05,2022-05-12,"4001","10","16","14","3",7
2505,2022-05-12,2022-05-09,2022-05-12,"2254","10","6","5","1",7
2504,2022-05-12,2022-05-09,2022-05-10,"1000","10","5","4","3",7
2503,2022-05-10,2022-05-03,2022-05-09,"2501","0","2","63","1",7
2502,2022-05-10,2022-05-02,2022-05-09,"1000","10","5","4","3",7
2501,2022-05-09,2022-05-08,2022-05-09,"1610","0","24","97","3",7
2500,2022-05-09,2022-05-06,2022-05-09,"2086","0","5","4","3",7
2498,2022-05-08,2022-05-02,2022-05-06,"1501","0","5","3","4",7
2499,2022-05-07,2022-05-05,2022-05-06,"1040","1","24","97","3",7
2497,2022-05-07,2022-04-26,2022-05-03,"1570","0","3","64","1",7
2496,2022-05-06,2022-05-05,2022-05-06,"2127","10","24","97","3",7
2495,2022-05-06,2022-05-04,2022-05-06,"918","15","24","97","3",8
2494,2022-05-06,2022-05-03,2022-05-05,"1026","10","6","5","1",7
2493,2022-05-05,2022-05-02,2022-05-05,"1704","15","6","5","1",7
2491,2022-05-05,2022-04-28,2022-05-05,"1837","15","16","14","3",8
2490,2022-05-05,2022-05-02,2022-05-04,"1537","10","1","11","4",7
2492,2022-05-04,2022-04-29,2022-05-04,"1023","7","24","97","3",8
2489,2022-05-04,2022-04-19,2022-04-26,"2006","10","2","100","3",7
2488,2022-05-03,2022-04-19,2022-04-26,"2012","9","2","101","3",7
2487,2022-05-03,2022-04-27,2022-05-03,"1053","2","24","97","3",8
2486,2022-05-03,2022-04-25,2022-05-02,"1000","15","5","4","3",8
2485,2022-05-03,2022-04-26,2022-05-02,"2508","0","2","63","1",7
2484,2022-05-02,2022-04-29,2022-05-02,"2146","0","5","4","3",7
2483,2022-05-02,2022-05-01,2022-05-01,"1853","10","24","97","3",7
2482,2022-05-01,2022-04-25,2022-05-01,"1010","9","24","97","3",7
2481,2022-05-01,2022-04-25,2022-04-29,"1202","0","5","3","4",7
2480,2022-04-30,2022-04-19,2022-04-26,"1431","0","3","64","1",7
2479,2022-04-29,2022-04-25,2022-04-29,"913","15","24","97","3",8
2478,2022-04-29,2022-04-25,2022-04-28,"1018","8","5","57","4",7
2477,2022-04-29,2022-04-25,2022-04-28,"1011","15","6","5","1",8
2476,2022-04-29,2022-04-26,2022-04-28,"1170","0","6","5","1",7
2475,2022-04-28,2022-04-25,2022-04-27,"1314","0","1","10","4",7
2474,2022-04-28,2022-04-25,2022-04-27,"1530","15","1","11","4",7
2473,2022-04-27,2022-04-21,2022-04-25,"1182","4","1","70","4",9
2472,2022-04-26,2022-04-20,2022-04-25,"1003","0","4","7","1",7
2471,2022-04-26,2022-04-19,2022-04-25,"2507","0","2","63","1",7
2470,2022-04-26,2022-04-20,2022-04-25,"1005","2","4","12","1",9
2468,2022-04-25,2022-04-08,2022-04-25,"10011","0","16","14","3",7
2467,2022-04-25,2022-04-22,2022-04-25,"2056","0","5","4","3",7
2466,2022-04-24,2022-04-23,2022-04-23,"1007","0","24","97","3",7
2465,2022-04-24,2022-04-19,2022-04-21,"1164","10","1","28","4",7
2464,2022-04-24,2022-04-19,2022-04-22,"1296","0","5","3","4",7
2463,2022-04-23,2022-04-16,2022-04-23,"920","15","24","97","3",8
2461,2022-04-23,2022-04-12,2022-04-19,"1715","0","3","64","1",7
2462,2022-04-22,2022-04-20,2022-04-22,"1445","10","24","97","3",7
2469,2022-04-22,2022-04-13,2022-04-20,"3000","10","16","14","3",7
2460,2022-04-21,2022-04-12,2022-04-19,"1170","1","1","22","4",7
2459,2022-04-21,2022-04-13,2022-04-19,"1172","15","1","39","4",7
2458,2022-04-19,2022-04-15,2022-04-18,"2073","0","5","4","3",7
2457,2022-04-19,2022-04-12,2022-04-14,"1501","0","2","63","1",7
2456,2022-04-17,2022-04-11,2022-04-13,"1000","10","5","3","3",7
2455,2022-04-16,2022-04-11,2022-04-14,"1402","0","5","3","4",7
2454,2022-04-16,2022-04-06,2022-04-12,"1960","0","3","64","1",7
2453,2022-04-16,2022-04-04,2022-04-11,"1027","16","5","80","4",7
2451,2022-04-14,2022-04-06,2022-04-14,"994","16","24","97","3",7
2450,2022-04-14,2022-04-08,2022-04-12,"1643","0","13","43","3",8
2449,2022-04-14,2022-04-11,2022-04-12,"1226","0","1","1","4",7
2452,2022-04-13,2022-03-25,2022-04-06,"1075","0","9","6","2",7
2448,2022-04-13,2022-04-04,2022-04-11,"1821","10","2","100","4",7
2447,2022-04-12,2022-04-04,2022-04-11,"1000","7","5","4","3",8
2446,2022-04-12,2022-04-05,2022-04-11,"2500","0","2","63","1",7
2445,2022-04-11,2022-04-08,2022-04-11,"2061","0","5","4","3",7
2443,2022-04-10,2022-04-04,2022-04-08,"1503","0","5","3","4",7
2444,2022-04-09,2022-04-08,2022-04-09,"1230","10","24","97","3",7
2442,2022-04-09,2022-03-30,2022-04-05,"1437","0","3","64","1",7
2441,2022-04-08,2022-04-01,2022-04-01,"912","0","17","13","3",7
2440,2022-04-08,2022-04-05,2022-04-07,"1230","0","6","5","1",7
2439,2022-04-07,2022-04-01,2022-04-06,"1000","13","5","4","3",8
2438,2022-04-07,2022-04-04,2022-04-06,"1325","0","1","10","4",7
2437,2022-04-05,2022-03-28,2022-04-04,"1000","1","5","4","3",7
2436,2022-04-05,2022-03-28,2022-04-04,"1000","10","5","4","3",7
2435,2022-04-05,2022-04-03,2022-04-04,"2450","0","24","97","3",7
2434,2022-04-05,2022-03-29,2022-04-04,"2508","0","2","63","1",7
2433,2022-04-04,2022-04-01,2022-04-04,"2063","0","5","4","3",7
2432,2022-04-03,2022-03-23,2022-04-02,"950","15","24","97","4",8
2431,2022-04-03,2022-03-29,2022-03-31,"1182","10","1","28","4",7
2430,2022-04-02,2022-03-25,2022-04-01,"1501","0","5","3","4",7
2429,2022-04-02,2022-03-23,2022-03-29,"1428","0","3","64","1",7
2428,2022-04-01,2022-03-26,2022-04-01,"1100","13","24","97","3",7
2427,2022-03-31,2022-03-24,2022-03-29,"1158","15","1","39","4",7
2426,2022-03-30,2022-03-15,2022-03-22,"2010","9","2","101","3",7
2425,2022-03-30,2022-03-21,2022-03-28,"1002","11","24","97","3",8
2424,2022-03-29,2022-03-21,2022-03-29,"1002","4","24","97","3",8
2423,2022-03-29,2022-03-21,2022-03-28,"1008","15","5","4","3",9
2422,2022-03-29,2022-03-22,2022-03-28,"2507","0","2","63","1",7
2421,2022-03-29,2022-03-25,2022-03-28,"2070","0","5","4","3",7
2420,2022-03-27,2022-03-21,2022-03-25,"1205","0","5","3","4",7
2419,2022-03-26,2022-03-16,2022-03-22,"1429","0","3","64","1",7
2417,2022-03-25,2022-03-21,2022-03-25,"940","12","24","97","3",7
2418,2022-03-24,2022-03-09,2022-03-21,"1041","0","9","6","2",7
2416,2022-03-24,2022-03-19,2022-03-22,"1005","9","24","97","4",7
2415,2022-03-24,2022-03-14,2022-03-18,"1001","8","2","38","1",7
2414,2022-03-24,2022-03-21,2022-03-24,"2375","12","6","5","1",7
2413,2022-03-23,2022-03-16,2022-03-19,"1170","3","1","16","4",7
2412,2022-03-22,2022-03-15,2022-03-21,"2501","0","2","63","1",7
2411,2022-03-21,2022-03-18,2022-03-20,"1923","0","24","97","3",7
2410,2022-03-21,2022-03-18,2022-03-21,"2122","0","5","4","3",7
2409,2022-03-20,2022-03-14,2022-03-18,"1198","0","5","3","4",7
2408,2022-03-20,2022-03-14,2022-03-17,"1000","12","5","3","4",7
2407,2022-03-19,2022-03-09,2022-03-15,"1416","0","3","64","1",7
2406,2022-03-18,2022-03-15,2022-03-18,"978","12","24","97","3",7
2405,2022-03-18,2022-03-15,2022-03-17,"1024","12","6","5","1",7
2404,2022-03-17,2022-03-15,2022-03-16,"1254","0","1","1","4",7
2403,2022-03-17,2022-03-14,2022-03-16,"1421","12","1","11","4",8
2402,2022-03-17,2022-03-08,2022-03-16,"1600","1","24","97","3",7
2399,2022-03-16,2022-03-02,2022-03-09,"2006","10","2","100","0",7
2398,2022-03-15,2022-03-08,2022-03-14,"2502","0","2","63","1",7
2401,2022-03-14,2022-03-11,2022-03-13,"1100","10","24","97","3",7
2397,2022-03-14,2022-03-11,2022-03-14,"2073","0","5","4","3",7
2396,2022-03-13,2022-03-07,2022-03-11,"1201","0","5","3","4",7
2395,2022-03-12,2022-03-02,2022-03-08,"1426","0","3","64","1",7
2394,2022-03-11,2022-03-04,2022-03-08,"1629","0","13","43","3",8
2392,2022-03-11,2022-03-08,2022-03-10,"1345","0","6","5","1",7
2400,2022-03-11,2022-03-03,2022-03-11,"1020","15","24","97","3",8
2391,2022-03-10,2022-03-03,2022-03-10,"1400","7","24","97","3",8
2390,2022-03-10,2022-03-04,2022-03-08,"1152","1","1","25","4",7
2389,2022-03-10,2022-03-04,2022-03-04,"935","0","17","13","3",7
2388,2022-03-10,2022-03-03,2022-03-08,"1168","15","1","39","4",8
2387,2022-03-10,2022-03-04,2022-03-08,"1158","11","1","46","4",7
2386,2022-03-09,2022-03-03,2022-03-08,"1219","12","24","97","3",8
2385,2022-03-09,2022-03-01,2022-03-04,"1000","16","5","80","4",7
2384,2022-03-08,2022-03-01,2022-03-07,"2501","0","2","63","1",7
2383,2022-03-07,2022-03-04,2022-03-07,"2103","0","5","4","3",7
2382,2022-03-06,2022-02-24,2022-03-05,"1200","5","24","97","3",8
2380,2022-03-06,2022-02-28,2022-03-04,"1185","0","5","3","4",7
2379,2022-03-05,2022-02-23,2022-03-01,"1405","0","3","64","1",7
2381,2022-03-04,2022-02-26,2022-03-04,"1250","9","24","97","4",7
2378,2022-03-04,2022-02-28,2022-03-02,"1169","7","1","35","4",7
2377,2022-03-03,2022-02-28,2022-03-02,"1320","0","1","10","4",7
2374,2022-03-01,2022-02-23,2022-02-26,"1005","0","4","7","1",7
2373,2022-03-01,2022-02-23,2022-02-28,"1002","2","4","12","1",9
2372,2022-03-01,2022-02-24,2022-02-28,"1500","0","2","63","1",7
2371,2022-03-01,2022-02-25,2022-02-28,"2067","0","5","4","3",7
2370,2022-02-27,2022-02-21,2022-02-25,"1405","0","5","3","4",7
2375,2022-02-27,2022-02-24,2022-02-27,"2030","0","24","97","3",7
2376,2022-02-26,2022-02-24,2022-02-26,"1722","17","24","97","3",13
2369,2022-02-26,2022-02-16,2022-02-22,"1432","0","3","64","1",7
2367,2022-02-24,2022-02-03,2022-02-16,"1033","0","9","6","2",7
2365,2022-02-24,2022-02-17,2022-02-22,"1178","13","1","30","4",8
2364,2022-02-24,2022-02-17,2022-02-22,"1161","14","1","30","4",7
2363,2022-02-24,2022-02-17,2022-02-22,"1158","16","1","30","4",7
2393,2022-02-24,2022-02-21,2022-02-23,"1103","0","6","5","1",7
2366,2022-02-23,2022-02-18,2022-02-23,"1700","2","24","97","3",8
2362,2022-02-23,2022-02-14,2022-02-21,"1000","9","5","4","3",7
2361,2022-02-22,2022-02-13,2022-02-21,"1005","14","24","97","3",7
2360,2022-02-22,2022-02-15,2022-02-21,"2500","0","2","63","1",7
2359,2022-02-21,2022-02-18,2022-02-21,"1539","0","5","4","3",7
2368,2022-02-21,2022-02-10,2022-02-15,"1659","0","13","43","3",8
2358,2022-02-20,2022-02-10,2022-02-19,"2000","15","24","97","3",8
2357,2022-02-20,2022-02-15,2022-02-17,"1000","10","5","4","4",7
2356,2022-02-20,2022-02-14,2022-02-18,"1303","0","5","3","4",7
2355,2022-02-19,2022-02-08,2022-02-15,"1434","0","3","64","1",7
2354,2022-02-17,2022-02-15,2022-02-16,"1202","0","1","1","4",7
2353,2022-02-17,2022-02-13,2022-02-17,"1874","10","24","97","3",7
2352,2022-02-16,2022-02-08,2022-02-12,"1175","12","1","40","4",7
2351,2022-02-15,2022-02-13,2022-02-15,"1200","0","24","97","3",7
2350,2022-02-15,2022-02-08,2022-02-14,"2504","0","2","63","1",7
2349,2022-02-14,2022-02-11,2022-02-14,"2141","0","5","4","3",7
2348,2022-02-14,2022-01-31,2022-02-07,"1000","8","5","57","4",7
2347,2022-02-12,2022-02-01,2022-02-08,"1267","0","3","64","1",7
2346,2022-02-12,2022-02-07,2022-02-11,"1504","0","5","3","4",7
2345,2022-02-11,2022-02-01,2022-02-10,"1000","8","24","97","3",7
2344,2022-02-11,2022-02-08,2022-02-10,"1224","0","6","5","1",7
2343,2022-02-09,2022-01-26,2022-02-02,"2006","10","2","100","1",7
2342,2022-02-09,2022-02-04,2022-02-08,"1547","0","22","67","3",7
2341,2022-02-09,2022-02-04,2022-02-04,"910","0","17","13","3",7
2340,2022-02-08,2022-02-01,2022-02-07,"1504","12","24","97","3",8
2339,2022-02-08,2022-02-01,2022-02-07,"2502","0","2","63","1",7
2338,2022-02-07,2022-02-04,2022-02-07,"2067","0","5","4","3",7
2337,2022-02-06,2022-02-01,2022-02-04,"1202","0","5","3","4",7
2336,2022-02-05,2022-01-26,2022-02-01,"1410","0","3","64","1",7
2335,2022-02-03,2022-01-22,2022-02-03,"10070","0","16","14","3",7
2333,2022-02-03,2022-02-01,2022-02-03,"2230","0","24","97","3",7
2332,2022-02-03,2022-01-24,2022-02-02,"2000","10","5","4","3",7
2331,2022-02-03,2022-01-31,2022-02-02,"1339","0","1","10","4",7
2330,2022-02-02,2022-01-24,2022-01-31,"1003","15","5","4","3",9
2329,2022-02-01,2022-01-25,2022-01-31,"2501","0","2","63","1",7
2328,2022-01-31,2022-01-28,2022-01-31,"2147","0","5","4","3",7
2334,2022-01-30,2022-01-24,2022-01-29,"1000","6","24","97","3",7
2326,2022-01-30,2022-01-24,2022-01-27,"1160","10","1","28","4",7
2325,2022-01-30,2022-01-24,2022-01-28,"1383","0","5","3","4",7
2327,2022-01-29,2022-01-19,2022-01-25,"1415","0","3","64","1",7
2324,2022-01-28,2022-01-21,2022-01-28,"1102","7","24","97","3",8
2323,2022-01-28,2022-01-19,2022-01-27,"1390","15","24","97","3",8
2322,2022-01-28,2022-01-17,2022-01-24,"1002","12","5","4","4",7
2321,2022-01-28,2022-01-21,2022-01-25,"1602","0","13","43","3",8
2320,2022-01-28,2022-01-25,2022-01-27,"1249","0","6","5","1",7
2319,2022-01-26,2022-01-06,2022-01-20,"1090","0","9","6","2",7
2318,2022-01-25,2022-01-18,2022-01-24,"2502","0","2","63","1",7
2316,2022-01-24,2022-01-21,2022-01-24,"2146","0","5","4","3",7
2317,2022-01-22,2022-01-19,2022-01-20,"1230","10","24","97","3",7
2315,2022-01-22,2022-01-12,2022-01-18,"1441","0","3","64","1",7
2314,2022-01-22,2022-01-17,2022-01-21,"1204","0","5","3","4",7
2313,2022-01-20,2022-01-18,2022-01-19,"1424","0","1","1","4",7
2312,2022-01-20,2022-01-13,2022-01-18,"1166","1","1","25","4",7
2311,2022-01-20,2022-01-13,2022-01-18,"1167","15","1","39","4",8
2309,2022-01-19,2022-01-13,2022-01-17,"1174","2","1","53","4",7
2310,2022-01-18,2022-01-15,2022-01-18,"1920","0","24","97","3",7
2308,2022-01-18,2022-01-11,2022-01-17,"2504","0","2","63","1",7
2307,2022-01-17,2022-01-14,2022-01-17,"2130","0","5","4","3",7
2306,2022-01-16,2022-01-10,2022-01-14,"1504","0","5","3","4",7
2305,2022-01-15,2022-01-05,2022-01-11,"1426","0","3","64","1",7
2304,2022-01-14,2022-01-11,2022-01-13,"1128","0","6","5","1",7
